time,precip_rate[mm h-1],TMP_2maboveground,PET_hargreaves
2008-01-09 00:00:00,0.0,279.40540542602537,0.015303381
2008-01-09 01:00:00,0.0,279.40540542602537,0.015303381
2008-01-09 02:00:00,0.0,279.40540542602537,0.015303381
2008-01-09 03:00:00,0.0,279.40540542602537,0.015303381
2008-01-09 04:00:00,0.010810811,279.40540542602537,0.015303381
2008-01-09 05:00:00,0.0,279.40540542602537,0.015303381
2008-01-09 06:00:00,0.0,279.40540542602537,0.015303381
2008-01-09 07:00:00,0.0,279.40540542602537,0.015303381
2008-01-09 08:00:00,0.0,279.40540542602537,0.015303381
2008-01-09 09:00:00,0.0,279.40540542602537,0.015303381
2008-01-09 10:00:00,0.0,279.40540542602537,0.015303381
2008-01-09 11:00:00,0.0,279.40540542602537,0.015303381
2008-01-09 12:00:00,0.0,279.40540542602537,0.015303381
2008-01-09 13:00:00,0.0,279.40540542602537,0.015303381
2008-01-09 14:00:00,0.0,279.40540542602537,0.015303381
2008-01-09 15:00:00,0.0,279.40540542602537,0.015303381
2008-01-09 16:00:00,0.0,279.40540542602537,0.015303381
2008-01-09 17:00:00,0.0,279.40540542602537,0.015303381
2008-01-09 18:00:00,0.44054055,279.40540542602537,0.015303381
2008-01-09 19:00:00,0.0,279.40540542602537,0.015303381
2008-01-09 20:00:00,0.90000004,279.40540542602537,0.015303381
2008-01-09 21:00:00,0.0,279.40540542602537,0.015303381
2008-01-09 22:00:00,0.0,279.40540542602537,0.015303381
2008-01-09 23:00:00,0.0,279.40540542602537,0.015303381
2008-01-10 00:00:00,0.0,276.3581344127655,0.020863092
2008-01-10 01:00:00,0.0,276.3581344127655,0.020863092
2008-01-10 02:00:00,0.0,276.3581344127655,0.020863092
2008-01-10 03:00:00,0.0,276.3581344127655,0.020863092
2008-01-10 04:00:00,0.0,276.3581344127655,0.020863092
2008-01-10 05:00:00,0.0,276.3581344127655,0.020863092
2008-01-10 06:00:00,0.0,276.3581344127655,0.020863092
2008-01-10 07:00:00,0.0,276.3581344127655,0.020863092
2008-01-10 08:00:00,0.0,276.3581344127655,0.020863092
2008-01-10 09:00:00,0.0,276.3581344127655,0.020863092
2008-01-10 10:00:00,0.0,276.3581344127655,0.020863092
2008-01-10 11:00:00,0.0,276.3581344127655,0.020863092
2008-01-10 12:00:00,0.0,276.3581344127655,0.020863092
2008-01-10 13:00:00,0.0,276.3581344127655,0.020863092
2008-01-10 14:00:00,0.0,276.3581344127655,0.020863092
2008-01-10 15:00:00,0.0,276.3581344127655,0.020863092
2008-01-10 16:00:00,0.0,276.3581344127655,0.020863092
2008-01-10 17:00:00,0.0,276.3581344127655,0.020863092
2008-01-10 18:00:00,0.0,276.3581344127655,0.020863092
2008-01-10 19:00:00,0.0,276.3581344127655,0.020863092
2008-01-10 20:00:00,0.0,276.3581344127655,0.020863092
2008-01-10 21:00:00,0.0,276.3581344127655,0.020863092
2008-01-10 22:00:00,0.0,276.3581344127655,0.020863092
2008-01-10 23:00:00,0.0,276.3581344127655,0.020863092
2008-01-11 00:00:00,0.0,272.69865127801893,0.009916079
2008-01-11 01:00:00,0.0,272.69865127801893,0.009916079
2008-01-11 02:00:00,0.0,272.69865127801893,0.009916079
2008-01-11 03:00:00,0.0,272.69865127801893,0.009916079
2008-01-11 04:00:00,0.0,272.69865127801893,0.009916079
2008-01-11 05:00:00,0.0,272.69865127801893,0.009916079
2008-01-11 06:00:00,0.0,272.69865127801893,0.009916079
2008-01-11 07:00:00,0.0,272.69865127801893,0.009916079
2008-01-11 08:00:00,0.0,272.69865127801893,0.009916079
2008-01-11 09:00:00,0.0,272.69865127801893,0.009916079
2008-01-11 10:00:00,0.12702703,272.69865127801893,0.009916079
2008-01-11 11:00:00,0.0,272.69865127801893,0.009916079
2008-01-11 12:00:00,0.34864867,272.69865127801893,0.009916079
2008-01-11 13:00:00,1.2810811,272.69865127801893,0.009916079
2008-01-11 14:00:00,0.95405406,272.69865127801893,0.009916079
2008-01-11 15:00:00,0.44054055,272.69865127801893,0.009916079
2008-01-11 16:00:00,1.8567568,272.69865127801893,0.009916079
2008-01-11 17:00:00,1.2432432,272.69865127801893,0.009916079
2008-01-11 18:00:00,0.0,272.69865127801893,0.009916079
2008-01-11 19:00:00,0.4891892,272.69865127801893,0.009916079
2008-01-11 20:00:00,0.3,272.69865127801893,0.009916079
2008-01-11 21:00:00,0.3783784,272.69865127801893,0.009916079
2008-01-11 22:00:00,0.3,272.69865127801893,0.009916079
2008-01-11 23:00:00,2.1216216,272.69865127801893,0.009916079
2008-01-12 00:00:00,0.91621625,272.9756783187389,0.013856978
2008-01-12 01:00:00,0.0,272.9756783187389,0.013856978
2008-01-12 02:00:00,0.0,272.9756783187389,0.013856978
2008-01-12 03:00:00,0.0,272.9756783187389,0.013856978
2008-01-12 04:00:00,0.0,272.9756783187389,0.013856978
2008-01-12 05:00:00,0.0,272.9756783187389,0.013856978
2008-01-12 06:00:00,0.0,272.9756783187389,0.013856978
2008-01-12 07:00:00,0.0,272.9756783187389,0.013856978
2008-01-12 08:00:00,0.0,272.9756783187389,0.013856978
2008-01-12 09:00:00,0.0,272.9756783187389,0.013856978
2008-01-12 10:00:00,0.0,272.9756783187389,0.013856978
2008-01-12 11:00:00,0.0,272.9756783187389,0.013856978
2008-01-12 12:00:00,0.0,272.9756783187389,0.013856978
2008-01-12 13:00:00,0.0,272.9756783187389,0.013856978
2008-01-12 14:00:00,0.0,272.9756783187389,0.013856978
2008-01-12 15:00:00,0.0,272.9756783187389,0.013856978
2008-01-12 16:00:00,0.0,272.9756783187389,0.013856978
2008-01-12 17:00:00,0.0,272.9756783187389,0.013856978
2008-01-12 18:00:00,0.0,272.9756783187389,0.013856978
2008-01-12 19:00:00,0.0,272.9756783187389,0.013856978
2008-01-12 20:00:00,0.0,272.9756783187389,0.013856978
2008-01-12 21:00:00,0.0,272.9756783187389,0.013856978
2008-01-12 22:00:00,0.0,272.9756783187389,0.013856978
2008-01-12 23:00:00,0.0,272.9756783187389,0.013856978
2008-01-13 00:00:00,0.0,269.6391865253448,0.0118585825
2008-01-13 01:00:00,0.0,269.6391865253448,0.0118585825
2008-01-13 02:00:00,0.0,269.6391865253448,0.0118585825
2008-01-13 03:00:00,0.0,269.6391865253448,0.0118585825
2008-01-13 04:00:00,0.0,269.6391865253448,0.0118585825
2008-01-13 05:00:00,0.0,269.6391865253448,0.0118585825
