time,precip_rate[mm h-1],TMP_2maboveground,PET_hargreaves
2008-01-09 00:00:00,0.0,279.54618253707883,0.015561913
2008-01-09 01:00:00,0.0,279.54618253707883,0.015561913
2008-01-09 02:00:00,0.0,279.54618253707883,0.015561913
2008-01-09 03:00:00,0.0,279.54618253707883,0.015561913
2008-01-09 04:00:00,0.0,279.54618253707883,0.015561913
2008-01-09 05:00:00,0.012658228,279.54618253707883,0.015561913
2008-01-09 06:00:00,0.0,279.54618253707883,0.015561913
2008-01-09 07:00:00,0.0,279.54618253707883,0.015561913
2008-01-09 08:00:00,0.0,279.54618253707883,0.015561913
2008-01-09 09:00:00,0.0,279.54618253707883,0.015561913
2008-01-09 10:00:00,0.0,279.54618253707883,0.015561913
2008-01-09 11:00:00,0.0,279.54618253707883,0.015561913
2008-01-09 12:00:00,0.0,279.54618253707883,0.015561913
2008-01-09 13:00:00,0.0,279.54618253707883,0.015561913
2008-01-09 14:00:00,0.0,279.54618253707883,0.015561913
2008-01-09 15:00:00,0.0,279.54618253707883,0.015561913
2008-01-09 16:00:00,0.0,279.54618253707883,0.015561913
2008-01-09 17:00:00,0.0,279.54618253707883,0.015561913
2008-01-09 18:00:00,0.51265824,279.54618253707883,0.015561913
2008-01-09 19:00:00,0.0,279.54618253707883,0.015561913
2008-01-09 20:00:00,0.46835443,279.54618253707883,0.015561913
2008-01-09 21:00:00,0.0,279.54618253707883,0.015561913
2008-01-09 22:00:00,0.0,279.54618253707883,0.015561913
2008-01-09 23:00:00,0.0,279.54618253707883,0.015561913
2008-01-10 00:00:00,0.0,276.4949318408966,0.020784609
2008-01-10 01:00:00,0.0,276.4949318408966,0.020784609
2008-01-10 02:00:00,0.0,276.4949318408966,0.020784609
2008-01-10 03:00:00,0.0,276.4949318408966,0.020784609
2008-01-10 04:00:00,0.0,276.4949318408966,0.020784609
2008-01-10 05:00:00,0.0,276.4949318408966,0.020784609
2008-01-10 06:00:00,0.0,276.4949318408966,0.020784609
2008-01-10 07:00:00,0.0,276.4949318408966,0.020784609
2008-01-10 08:00:00,0.0,276.4949318408966,0.020784609
2008-01-10 09:00:00,0.0,276.4949318408966,0.020784609
2008-01-10 10:00:00,0.0,276.4949318408966,0.020784609
2008-01-10 11:00:00,0.0,276.4949318408966,0.020784609
2008-01-10 12:00:00,0.0,276.4949318408966,0.020784609
2008-01-10 13:00:00,0.0,276.4949318408966,0.020784609
2008-01-10 14:00:00,0.0,276.4949318408966,0.020784609
2008-01-10 15:00:00,0.0,276.4949318408966,0.020784609
2008-01-10 16:00:00,0.0,276.4949318408966,0.020784609
2008-01-10 17:00:00,0.0,276.4949318408966,0.020784609
2008-01-10 18:00:00,0.0,276.4949318408966,0.020784609
2008-01-10 19:00:00,0.0,276.4949318408966,0.020784609
2008-01-10 20:00:00,0.0,276.4949318408966,0.020784609
2008-01-10 21:00:00,0.0,276.4949318408966,0.020784609
2008-01-10 22:00:00,0.0,276.4949318408966,0.020784609
2008-01-10 23:00:00,0.0,276.4949318408966,0.020784609
2008-01-11 00:00:00,0.0,272.82533129453657,0.010195645
2008-01-11 01:00:00,0.0,272.82533129453657,0.010195645
2008-01-11 02:00:00,0.0,272.82533129453657,0.010195645
2008-01-11 03:00:00,0.0,272.82533129453657,0.010195645
2008-01-11 04:00:00,0.0,272.82533129453657,0.010195645
2008-01-11 05:00:00,0.0,272.82533129453657,0.010195645
2008-01-11 06:00:00,0.0,272.82533129453657,0.010195645
2008-01-11 07:00:00,0.0,272.82533129453657,0.010195645
2008-01-11 08:00:00,0.0,272.82533129453657,0.010195645
2008-01-11 09:00:00,0.0,272.82533129453657,0.010195645
2008-01-11 10:00:00,0.006329114,272.82533129453657,0.010195645
2008-01-11 11:00:00,0.0,272.82533129453657,0.010195645
2008-01-11 12:00:00,0.3658228,272.82533129453657,0.010195645
2008-01-11 13:00:00,1.2037975,272.82533129453657,0.010195645
2008-01-11 14:00:00,1.3658228,272.82533129453657,0.010195645
2008-01-11 15:00:00,0.556962,272.82533129453657,0.010195645
2008-01-11 16:00:00,1.4139241,272.82533129453657,0.010195645
2008-01-11 17:00:00,0.7050633,272.82533129453657,0.010195645
2008-01-11 18:00:00,0.0,272.82533129453657,0.010195645
2008-01-11 19:00:00,0.3,272.82533129453657,0.010195645
2008-01-11 20:00:00,0.3,272.82533129453657,0.010195645
2008-01-11 21:00:00,0.5493671,272.82533129453657,0.010195645
2008-01-11 22:00:00,0.3,272.82533129453657,0.010195645
2008-01-11 23:00:00,1.8455696,272.82533129453657,0.010195645
2008-01-12 00:00:00,1.0025316,273.07023833096025,0.014176972
2008-01-12 01:00:00,0.0,273.07023833096025,0.014176972
2008-01-12 02:00:00,0.0,273.07023833096025,0.014176972
2008-01-12 03:00:00,0.0,273.07023833096025,0.014176972
2008-01-12 04:00:00,0.0,273.07023833096025,0.014176972
2008-01-12 05:00:00,0.0,273.07023833096025,0.014176972
2008-01-12 06:00:00,0.0,273.07023833096025,0.014176972
2008-01-12 07:00:00,0.0,273.07023833096025,0.014176972
2008-01-12 08:00:00,0.0,273.07023833096025,0.014176972
2008-01-12 09:00:00,0.0,273.07023833096025,0.014176972
2008-01-12 10:00:00,0.0,273.07023833096025,0.014176972
2008-01-12 11:00:00,0.0,273.07023833096025,0.014176972
